,oracle_calls,scaffold,smiles,reward,penalized_reward,mbh_CF3_raw_values,mbh_CF3_reward,natoms_raw_values,natoms_reward,one_tertiary_amine_raw_values,one_tertiary_amine_reward,molecule_filters_raw_values,molecule_filters_reward,mbh_sa_raw_values,mbh_sa_reward,canonical_smiles,NO2_Ecat,NO2_BestCATXYZ,NO2_Ets,NO2_BestTSXYZ,pooled_NO2_De,CF3_Ecat,CF3_BestCATXYZ,CF3_Ets,CF3_BestTSXYZ,pooled_CF3_De
0,2658,O=C(NCCCC1CNC1)NCCc1cccnc1,C1C(CCCNC(NCCc2cnccc2)=O)CN1C,0.9391267,0.9391266703605652,-146.29541,0.8830273,20.0,0.99878997,1.0,1.0,1.0,1.0,1.0,1.0,CN1CC(CCCNC(=O)NCCc2cccnc2)C1,-60.15838784355,"44
-60.158388
C -4.471358 0.050818 0.606343
C -4.009968 0.271288 -0.843087
C -2.608813 -0.185003 -1.216032
C -1.539098 0.724177 -0.614198
C -0.131070 0.254978 -0.987968
N 0.899369 1.094749 -0.418362
C 1.633742 0.708145 0.660854
N 2.422338 1.700875 1.187497
C 3.499177 1.373137 2.094844
C 4.839188 1.151634 1.366903
C 4.699270 0.037782 0.373910
C 4.383765 0.291287 -0.956256
N 4.168166 -0.648639 -1.861692
C 4.261562 -1.911083 -1.477792
C 4.583518 -2.288010 -0.182716
C 4.800463 -1.295484 0.756555
O 1.579277 -0.415527 1.138333
C -5.180966 -0.641022 -1.241600
N -5.738694 -0.490992 0.106059
C -6.270964 -1.663291 0.748966
H -4.600850 0.932605 1.236021
H -3.856818 -0.688761 1.135915
H -4.172764 1.299912 -1.165591
H -2.450503 -1.207273 -0.864556
H -2.514187 -0.188414 -2.304487
H -1.687733 1.745402 -0.972502
H -1.633663 0.730549 0.473544
H 0.047473 -0.752238 -0.604982
H -0.012681 0.244651 -2.075985
H 0.883739 2.066933 -0.682243
H 2.560314 2.532080 0.632542
H 3.600367 2.182215 2.822382
H 3.200212 0.457152 2.608974
H 5.597250 0.904223 2.110367
H 5.131018 2.072583 0.858334
H 4.301962 1.307365 -1.324437
H 4.069459 -2.647147 -2.247737
H 4.651625 -3.331306 0.083856
H 5.039866 -1.549203 1.779379
H -5.851655 -0.287398 -2.026287
H -4.857102 -1.664193 -1.471963
H -6.561086 -1.405438 1.767132
H -7.154449 -1.993206 0.203311
H -5.548698 -2.496277 0.788451",-120.739814717024,"78
-120.739815
C -0.660200 -0.498400 -0.454400
C -0.498800 0.910500 0.088900
C -0.460100 1.913100 -0.947300
O 0.068500 3.110800 -0.561600
O -0.918500 1.760800 -2.079500
C 0.001800 4.162400 -1.513900
H -1.037000 4.449800 -1.691300
H 0.446000 3.846700 -2.460500
H 0.558100 4.989900 -1.081800
H 0.012100 -1.168900 0.083300
H -0.390500 -0.486200 -1.515600
H -1.594800 1.304400 0.819600
C 0.514500 1.036700 1.245400
H 0.665700 2.111200 1.427800
C 1.839700 0.433400 0.858800
C 2.676600 1.114300 -0.025200
C 3.874700 0.562900 -0.421300
C 4.247800 -0.687900 0.071000
C 3.426500 -1.376800 0.960000
C 2.228400 -0.813200 1.346900
H 2.379800 2.084200 -0.391500
H 4.535700 1.080000 -1.099400
H 3.744400 -2.337500 1.334800
H 1.590800 -1.314200 2.057400
N 5.488000 -1.260500 -0.332100
O 6.196900 -0.630200 -1.101500
O 5.790000 -2.359400 0.106500
O 0.034500 0.410400 2.415200
H -0.830400 0.805700 2.617300
O -2.498900 1.599800 1.653100
C -2.755100 2.955100 1.615000
H -3.060600 3.285000 0.608400
H -3.572100 3.184400 2.309300
H -1.876700 3.549700 1.910000
C -2.188275 -2.297659 -1.216511
C -3.509494 -1.724893 -1.750285
C -3.660903 -1.672275 -3.262677
C -3.513661 -3.055695 -3.900286
C -3.892691 -3.050122 -5.386723
N -3.234616 -1.998482 -6.132376
C -2.002682 -2.150236 -6.691069
N -1.510990 -0.999976 -7.252631
C -0.154292 -0.907469 -7.733069
C 0.805148 -0.317059 -6.680265
C 0.938535 -1.256195 -5.521399
C 0.137031 -1.140627 -4.392163
N 0.169278 -1.988481 -3.375838
C 1.022282 -3.000390 -3.429100
C 1.880161 -3.207825 -4.496439
C 1.827987 -2.325247 -5.560762
O -1.421625 -3.222721 -6.758500
C -3.112500 -0.413530 -1.052352
N -2.006045 -1.105938 -0.335010
C -2.354457 -1.399402 1.057662
H -1.406972 -2.335153 -1.978206
H -2.228615 -3.235386 -0.668877
H -4.385480 -2.195189 -1.304284
H -2.893749 -1.011960 -3.668850
H -4.640083 -1.255780 -3.505745
H -4.153134 -3.775882 -3.390222
H -2.479578 -3.388674 -3.808496
H -3.598442 -3.998626 -5.841008
H -4.970284 -2.915414 -5.504809
H -3.608637 -1.070286 -6.022308
H -1.965272 -0.125849 -7.039440
H 0.156817 -1.922214 -7.991313
H -0.142271 -0.285006 -8.631594
H 1.776937 -0.162270 -7.149967
H 0.420366 0.647371 -6.341965
H -0.557847 -0.315674 -4.285912
H 1.012389 -3.667263 -2.577435
H 2.563948 -4.041974 -4.498064
H 2.471315 -2.460689 -6.418398
H -2.706854 0.337883 -1.728862
H -3.827975 0.050182 -0.378106
H -2.505137 -0.469098 1.600526
H -3.275750 -1.975298 1.085196
H -1.553866 -1.963747 1.528746",-43.9837842464427,-60.15838784355,"44
-60.158388
C -4.471358 0.050818 0.606343
C -4.009968 0.271288 -0.843087
C -2.608813 -0.185003 -1.216032
C -1.539098 0.724177 -0.614198
C -0.131070 0.254978 -0.987968
N 0.899369 1.094749 -0.418362
C 1.633742 0.708145 0.660854
N 2.422338 1.700875 1.187497
C 3.499177 1.373137 2.094844
C 4.839188 1.151634 1.366903
C 4.699270 0.037782 0.373910
C 4.383765 0.291287 -0.956256
N 4.168166 -0.648639 -1.861692
C 4.261562 -1.911083 -1.477792
C 4.583518 -2.288010 -0.182716
C 4.800463 -1.295484 0.756555
O 1.579277 -0.415527 1.138333
C -5.180966 -0.641022 -1.241600
N -5.738694 -0.490992 0.106059
C -6.270964 -1.663291 0.748966
H -4.600850 0.932605 1.236021
H -3.856818 -0.688761 1.135915
H -4.172764 1.299912 -1.165591
H -2.450503 -1.207273 -0.864556
H -2.514187 -0.188414 -2.304487
H -1.687733 1.745402 -0.972502
H -1.633663 0.730549 0.473544
H 0.047473 -0.752238 -0.604982
H -0.012681 0.244651 -2.075985
H 0.883739 2.066933 -0.682243
H 2.560314 2.532080 0.632542
H 3.600367 2.182215 2.822382
H 3.200212 0.457152 2.608974
H 5.597250 0.904223 2.110367
H 5.131018 2.072583 0.858334
H 4.301962 1.307365 -1.324437
H 4.069459 -2.647147 -2.247737
H 4.651625 -3.331306 0.083856
H 5.039866 -1.549203 1.779379
H -5.851655 -0.287398 -2.026287
H -4.857102 -1.664193 -1.471963
H -6.561086 -1.405438 1.767132
H -7.154449 -1.993206 0.203311
H -5.548698 -2.496277 0.788451",-126.129952251475,"79
-126.129952
C -0.660200 -0.498400 -0.454400
C -0.498800 0.910500 0.088900
C -0.460100 1.913100 -0.947300
O 0.068500 3.110800 -0.561600
O -0.918500 1.760800 -2.079500
C 0.001800 4.162400 -1.513900
H -1.037000 4.449800 -1.691300
H 0.446000 3.846700 -2.460500
H 0.558100 4.989900 -1.081800
H 0.012100 -1.168900 0.083300
H -0.390500 -0.486200 -1.515600
H -1.594800 1.304400 0.819600
C 0.514500 1.036700 1.245400
H 0.665700 2.111200 1.427800
C 1.839700 0.433400 0.858800
C 2.676600 1.114300 -0.025200
C 3.874700 0.562900 -0.421300
C 4.247800 -0.687900 0.071000
C 3.426500 -1.376800 0.960000
C 2.228400 -0.813200 1.346900
H 2.379800 2.084200 -0.391500
H 4.535700 1.080000 -1.099400
H 3.744400 -2.337500 1.334800
H 1.590800 -1.314200 2.057400
O 0.034500 0.410400 2.415200
H -0.830400 0.805700 2.617300
O -2.498900 1.599800 1.653100
C -2.755100 2.955100 1.615000
H -3.060600 3.285000 0.608400
H -3.572100 3.184400 2.309300
H -1.876700 3.549700 1.910000
C 5.632200 -1.221600 -0.112500
F 6.402700 -0.504600 -0.945200
F 5.672200 -2.493400 -0.563400
F 6.305100 -1.250900 1.067100
C -3.085305 -0.262281 -1.013312
C -3.464719 -1.430060 -1.935320
C -3.333552 -1.130792 -3.422108
C -4.281216 -0.016405 -3.874824
C -3.719600 0.743083 -5.074900
N -2.443281 1.344544 -4.751222
C -1.414468 1.412208 -5.628141
N -0.314877 2.067182 -5.130139
C 0.932249 2.052107 -5.857612
C 1.940318 1.015169 -5.321950
C 1.284383 -0.326621 -5.225670
C 0.651841 -0.705592 -4.048155
N -0.024122 -1.832276 -3.892239
C -0.095198 -2.655809 -4.928434
C 0.504131 -2.390095 -6.149246
C 1.199604 -1.202016 -6.301618
O -1.475781 0.985207 -6.774997
C -2.280614 -2.192682 -1.318520
N -2.024816 -1.076266 -0.355374
C -2.364950 -1.433316 1.023338
H -2.644075 0.579484 -1.541040
H -3.830715 0.095612 -0.307963
H -4.439711 -1.862165 -1.715696
H -3.519387 -2.036468 -3.998962
H -2.307603 -0.818549 -3.623016
H -4.426627 0.697658 -3.062311
H -5.257059 -0.421162 -4.140603
H -3.548288 0.078301 -5.925795
H -4.428913 1.520801 -5.387663
H -2.303531 1.694941 -3.816261
H -0.270018 2.155658 -4.124053
H 1.380961 3.049664 -5.820192
H 0.670554 1.815957 -6.892496
H 2.285798 1.326920 -4.333527
H 2.793842 0.982179 -5.999388
H 0.690588 -0.051042 -3.186115
H -0.660679 -3.562894 -4.764868
H 0.418253 -3.089763 -6.965680
H 1.665401 -0.951825 -7.243852
H -1.452313 -2.329976 -2.014652
H -2.508123 -3.130431 -0.818334
H -1.598128 -2.081631 1.439323
H -2.439915 -0.529155 1.623444
H -3.325311 -1.942603 1.037574",-45.76155587683868
1,2446,O=C(NCCCCCCCN1CCC1)Nc1ncccn1,C(CCCCN1CCC1)CCNC(Nc1ncccn1)=O,0.9312854,0.9312853813171388,-145.40329,0.86883473,21.0,0.99822485,1.0,1.0,1.0,1.0,,,O=C(NCCCCCCCN1CCC1)Nc1ncccn1,-63.604991909198,"46
-63.604992
C -0.416318 0.511703 0.120981
C -1.401537 -0.653541 0.192719
C -2.713769 -0.247986 0.859663
C -3.701500 -1.408878 0.941890
C -5.037220 -0.973556 1.542945
N -5.681307 0.013620 0.713184
C -6.292583 -0.419770 -0.546441
C -7.492448 0.489353 -0.257424
C -6.949556 0.583903 1.173235
C 0.898058 0.108264 -0.543888
C 1.870280 1.286810 -0.618886
N 3.119605 0.919531 -1.255548
C 4.277802 0.806540 -0.562005
N 5.323700 0.335351 -1.366744
C 6.638081 0.146199 -1.032105
N 7.384518 -0.322794 -2.040269
C 8.664827 -0.527537 -1.787178
C 9.226098 -0.273447 -0.543411
C 8.356931 0.209337 0.424518
N 7.073323 0.419171 0.190137
O 4.400156 1.099004 0.605102
H -0.211643 0.874857 1.129913
H -0.869330 1.330953 -0.440823
H -1.607497 -1.016557 -0.816759
H -0.949318 -1.474963 0.753690
H -3.179354 0.563459 0.299284
H -2.509361 0.119940 1.867434
H -3.283577 -2.210354 1.555081
H -3.877583 -1.809165 -0.058754
H -5.681046 -1.864223 1.689753
H -4.868972 -0.516036 2.522784
H -6.555708 -1.486144 -0.562103
H -5.689548 -0.182933 -1.424473
H -8.475919 0.041180 -0.370426
H -7.452577 1.433502 -0.792810
H -7.491128 -0.058233 1.880522
H -6.839833 1.581024 1.603780
H 1.363273 -0.700564 0.023236
H 0.695505 -0.258992 -1.552646
H 1.418565 2.110313 -1.179881
H 2.121639 1.636896 0.383973
H 3.058106 0.591099 -2.206471
H 5.134825 0.100068 -2.332485
H 9.248436 -0.907229 -2.615820
H 10.269820 -0.440453 -0.342516
H 8.685082 0.441279 1.429296",-124.184856402488,"80
-124.184856
C -0.660200 -0.498400 -0.454400
C -0.498800 0.910500 0.088900
C -0.460100 1.913100 -0.947300
O 0.068500 3.110800 -0.561600
O -0.918500 1.760800 -2.079500
C 0.001800 4.162400 -1.513900
H -1.037000 4.449800 -1.691300
H 0.446000 3.846700 -2.460500
H 0.558100 4.989900 -1.081800
H 0.012100 -1.168900 0.083300
H -0.390500 -0.486200 -1.515600
H -1.594800 1.304400 0.819600
C 0.514500 1.036700 1.245400
H 0.665700 2.111200 1.427800
C 1.839700 0.433400 0.858800
C 2.676600 1.114300 -0.025200
C 3.874700 0.562900 -0.421300
C 4.247800 -0.687900 0.071000
C 3.426500 -1.376800 0.960000
C 2.228400 -0.813200 1.346900
H 2.379800 2.084200 -0.391500
H 4.535700 1.080000 -1.099400
H 3.744400 -2.337500 1.334800
H 1.590800 -1.314200 2.057400
N 5.488000 -1.260500 -0.332100
O 6.196900 -0.630200 -1.101500
O 5.790000 -2.359400 0.106500
O 0.034500 0.410400 2.415200
H -0.830400 0.805700 2.617300
O -2.498900 1.599800 1.653100
C -2.755100 2.955100 1.615000
H -3.060600 3.285000 0.608400
H -3.572100 3.184400 2.309300
H -1.876700 3.549700 1.910000
C 0.052797 -5.148264 2.479080
C -0.593657 -4.126727 3.427606
C -1.736868 -3.324671 2.791407
C -1.247078 -2.452197 1.636754
C -2.313958 -1.511636 1.076134
N -2.013701 -1.092044 -0.315511
C -2.320028 -2.190260 -1.284640
C -3.625296 -1.499840 -1.683390
C -3.120307 -0.284204 -0.904906
C 1.272272 -4.609002 1.721572
C 1.563578 -5.422457 0.451486
N 2.196666 -4.632461 -0.593344
C 1.445168 -3.805256 -1.351867
N 2.176277 -3.154851 -2.353782
C 1.687647 -2.328405 -3.331828
N 0.448667 -1.855892 -3.258066
C 0.049644 -1.072305 -4.248139
C 0.867246 -0.747071 -5.318935
C 2.149030 -1.279343 -5.285508
N 2.564092 -2.061867 -4.305610
O 0.253691 -3.657332 -1.199453
H 0.359725 -6.027867 3.047696
H -0.699863 -5.475886 1.760611
H 0.167055 -3.439463 3.802024
H -1.001055 -4.657523 4.290270
H -2.507446 -4.015526 2.444277
H -2.179708 -2.687021 3.559404
H -0.426225 -1.850167 2.020577
H -0.890333 -3.094891 0.832125
H -3.283638 -2.011264 1.056324
H -2.403806 -0.611976 1.685556
H -1.562423 -2.245425 -2.062593
H -2.396239 -3.164459 -0.811132
H -3.775423 -1.345364 -2.746217
H -4.513956 -1.956007 -1.256195
H -3.769956 0.155072 -0.151276
H -2.710900 0.501414 -1.537242
H 1.088890 -3.583007 1.413985
H 2.144477 -4.608205 2.376807
H 2.202484 -6.279246 0.662382
H 0.618369 -5.780580 0.035246
H 3.201198 -4.632318 -0.656681
H 3.134073 -3.432261 -2.521890
H -0.958504 -0.688960 -4.165731
H 0.530902 -0.114723 -6.121653
H 2.874970 -1.082119 -6.063553",-43.00337587889111,-63.604991909198,"46
-63.604992
C -0.416318 0.511703 0.120981
C -1.401537 -0.653541 0.192719
C -2.713769 -0.247986 0.859663
C -3.701500 -1.408878 0.941890
C -5.037220 -0.973556 1.542945
N -5.681307 0.013620 0.713184
C -6.292583 -0.419770 -0.546441
C -7.492448 0.489353 -0.257424
C -6.949556 0.583903 1.173235
C 0.898058 0.108264 -0.543888
C 1.870280 1.286810 -0.618886
N 3.119605 0.919531 -1.255548
C 4.277802 0.806540 -0.562005
N 5.323700 0.335351 -1.366744
C 6.638081 0.146199 -1.032105
N 7.384518 -0.322794 -2.040269
C 8.664827 -0.527537 -1.787178
C 9.226098 -0.273447 -0.543411
C 8.356931 0.209337 0.424518
N 7.073323 0.419171 0.190137
O 4.400156 1.099004 0.605102
H -0.211643 0.874857 1.129913
H -0.869330 1.330953 -0.440823
H -1.607497 -1.016557 -0.816759
H -0.949318 -1.474963 0.753690
H -3.179354 0.563459 0.299284
H -2.509361 0.119940 1.867434
H -3.283577 -2.210354 1.555081
H -3.877583 -1.809165 -0.058754
H -5.681046 -1.864223 1.689753
H -4.868972 -0.516036 2.522784
H -6.555708 -1.486144 -0.562103
H -5.689548 -0.182933 -1.424473
H -8.475919 0.041180 -0.370426
H -7.452577 1.433502 -0.792810
H -7.491128 -0.058233 1.880522
H -6.839833 1.581024 1.603780
H 1.363273 -0.700564 0.023236
H 0.695505 -0.258992 -1.552646
H 1.418565 2.110313 -1.179881
H 2.121639 1.636896 0.383973
H 3.058106 0.591099 -2.206471
H 5.134825 0.100068 -2.332485
H 9.248436 -0.907229 -2.615820
H 10.269820 -0.440453 -0.342516
H 8.685082 0.441279 1.429296",-129.575705989827,"81
-129.575706
C -0.660200 -0.498400 -0.454400
C -0.498800 0.910500 0.088900
C -0.460100 1.913100 -0.947300
O 0.068500 3.110800 -0.561600
O -0.918500 1.760800 -2.079500
C 0.001800 4.162400 -1.513900
H -1.037000 4.449800 -1.691300
H 0.446000 3.846700 -2.460500
H 0.558100 4.989900 -1.081800
H 0.012100 -1.168900 0.083300
H -0.390500 -0.486200 -1.515600
H -1.594800 1.304400 0.819600
C 0.514500 1.036700 1.245400
H 0.665700 2.111200 1.427800
C 1.839700 0.433400 0.858800
C 2.676600 1.114300 -0.025200
C 3.874700 0.562900 -0.421300
C 4.247800 -0.687900 0.071000
C 3.426500 -1.376800 0.960000
C 2.228400 -0.813200 1.346900
H 2.379800 2.084200 -0.391500
H 4.535700 1.080000 -1.099400
H 3.744400 -2.337500 1.334800
H 1.590800 -1.314200 2.057400
O 0.034500 0.410400 2.415200
H -0.830400 0.805700 2.617300
O -2.498900 1.599800 1.653100
C -2.755100 2.955100 1.615000
H -3.060600 3.285000 0.608400
H -3.572100 3.184400 2.309300
H -1.876700 3.549700 1.910000
C 5.632200 -1.221600 -0.112500
F 6.402700 -0.504600 -0.945200
F 5.672200 -2.493400 -0.563400
F 6.305100 -1.250900 1.067100
C -0.020865 -3.716640 4.112822
C -1.288948 -4.250291 3.442005
C -2.181331 -3.186581 2.798632
C -1.472584 -2.420781 1.680945
C -2.430032 -1.441444 1.002040
N -2.028093 -1.072346 -0.373548
C -2.293021 -2.190423 -1.332950
C -3.553966 -1.485416 -1.837995
C -3.083380 -0.260157 -1.051643
C -0.312480 -2.691158 5.206514
C 0.933685 -2.375734 6.032406
N 0.615843 -1.446994 7.095861
C 1.244240 -0.285191 7.279417
N 0.716584 0.520743 8.306786
C -0.374558 0.356571 9.102638
N -0.599754 1.354732 9.963682
C -1.648826 1.242056 10.755900
C -2.501085 0.144372 10.717281
C -2.180200 -0.834981 9.793322
N -1.129408 -0.739785 8.991497
O 2.218716 0.115560 6.667403
H 0.643394 -3.274122 3.370797
H 0.508531 -4.563034 4.556463
H -0.993182 -4.974236 2.679605
H -1.878538 -4.784137 4.190345
H -3.061020 -3.691056 2.392322
H -2.527355 -2.484041 3.556419
H -1.083929 -3.141357 0.959173
H -0.639750 -1.866651 2.107584
H -2.514579 -0.523701 1.584388
H -3.423242 -1.888484 0.928350
H -1.506376 -2.267220 -2.079798
H -2.431128 -3.151076 -0.843559
H -3.619346 -1.349751 -2.912167
H -4.479841 -1.917825 -1.470351
H -3.775577 0.200675 -0.351720
H -2.624283 0.509000 -1.670711
H -1.083556 -3.082989 5.873853
H -0.677755 -1.763469 4.766093
H 1.337389 -3.295162 6.471878
H 1.708275 -1.912772 5.417113
H -0.199379 -1.618695 7.680932
H 1.218248 1.387256 8.454187
H -1.803010 2.064611 11.441502
H -3.355427 0.061515 11.365215
H -2.769089 -1.734592 9.674585",-45.22796744253538
